Date,Time,Lon,Lat,Depth,Mag,MagType,Source
2003-04-17,00:48:38,96.48,37.53,14.0,6.4,mwc,USGS
2003-04-17,01:17:40,96.45,37.25,10.0,4.2,mb,USGS
2003-04-17,02:24:38,96.53,37.55,10.0,4.7,mb,USGS
2003-04-17,04:32:57,96.68,37.59,10.0,4.4,mb,USGS
2003-04-17,08:35:23,96.62,37.26,10.0,4.3,mb,USGS
2003-04-17,08:41:55,96.6,37.59,10.0,4.5,mb,USGS
2003-04-17,11:29:53,96.3,37.5,10.0,4.6,mb,USGS
2003-04-17,15:51:26,96.49,37.65,10.0,4.4,mb,USGS
2003-04-17,17:11:50,96.47,37.52,10.0,4.9,mb,USGS
2003-04-19,19:41:40,96.48,37.52,10.0,4.8,mb,USGS
2003-04-20,10:04:03,96.63,37.52,10.0,4.3,mb,USGS
2003-04-21,05:51:26,96.53,37.49,10.0,4.7,mb,USGS
