Date,Time,Lon,Lat,Depth,Mag,MagType,Source
2003-09-27,11:33:25,87.81,50.04,16.0,7.3,mwb,USGS
2003-09-27,11:58:06,88.03,49.94,10.0,5.3,mb,USGS
2003-09-27,12:16:01,87.66,50.09,10.0,4.7,mb,USGS
2003-09-27,12:38:07,88.24,49.9,10.0,4.2,mb,USGS
2003-09-27,12:42:51,87.83,49.99,10.0,4.6,mb,USGS
2003-09-27,12:50:16,88.27,49.99,10.0,4.4,mb,USGS
2003-09-27,13:03:07,88.28,49.99,10.0,4.9,mb,USGS
2003-09-27,13:16:43,87.94,50.07,10.0,5.4,mb,USGS
2003-09-27,13:34:32,87.88,50.23,10.0,4.4,mb,USGS
2003-09-27,13:38:01,87.98,49.93,10.0,4.6,mb,USGS
2003-09-27,13:38:37,87.84,49.99,10.0,5.1,mb,USGS
2003-09-27,13:55:37,88.28,50.08,10.0,4.4,mb,USGS
2003-09-27,14:31:34,87.92,50.12,10.0,4.4,mb,USGS
2003-09-27,15:04:27,87.98,50.1,10.0,4.4,mb,USGS
2003-09-27,15:16:50,88.21,49.92,10.0,4.4,mb,USGS
2003-09-27,15:31:21,87.83,50.07,10.0,5.0,mb,USGS
2003-09-27,15:49:05,88.18,49.95,10.0,4.9,mb,USGS
2003-09-27,15:53:38,87.81,50.07,10.0,4.5,mb,USGS
2003-09-27,16:01:35,88.0,50.25,10.0,3.9,mb,USGS
2003-09-27,16:16:57,88.37,49.96,10.0,4.2,mb,USGS
2003-09-27,16:20:05,88.3,49.99,10.0,4.6,mb,USGS
2003-09-27,16:52:58,88.31,49.92,10.0,4.7,mb,USGS
2003-09-27,17:30:21,87.69,50.43,10.0,3.9,mb,USGS
2003-09-27,17:55:34,88.12,50.14,10.0,4.2,mb,USGS
2003-09-27,18:45:17,87.89,50.15,10.0,4.0,mb,USGS
2003-09-27,18:52:46,87.77,50.09,10.0,6.4,mwb,USGS
2003-09-27,19:49:27,87.88,50.18,10.0,4.4,mb,USGS
