Date,Time,Lon,Lat,Depth,Mag,MagType,Source
2002-09-06,01:21:28,13.7,38.38,5.0,6.0,mwc,USGS
2002-09-06,01:25:00,13.5,38.07,4.2,3.3,md,USGS
2002-09-06,01:31:52,13.65,38.35,5.0,3.1,ml,USGS
2002-09-06,01:33:15,13.67,38.38,5.0,4.2,mb,USGS
2002-09-06,01:35:12,13.68,38.39,5.0,2.7,md,USGS
2002-09-06,01:37:59,13.69,38.37,5.0,2.8,md,USGS
2002-09-06,01:39:53,13.73,38.34,10.8,3.8,mb,USGS
2002-09-06,01:41:11,13.37,38.41,10.0,3.6,ml,USGS
2002-09-06,01:45:30,13.73,38.44,4.2,4.5,mb,USGS
2002-09-06,02:06:21,13.59,38.39,5.0,2.5,md,USGS
2002-09-06,02:07:26,13.75,38.44,5.0,2.5,md,USGS
2002-09-06,02:08:58,13.77,38.44,5.0,3.9,mb,USGS
2002-09-06,02:15:53,13.81,38.49,13.7,3.5,ml,USGS
2002-09-06,02:34:55,13.78,38.52,14.4,2.8,md,USGS
2002-09-06,02:43:55,13.68,38.41,14.7,2.6,md,USGS
2002-09-06,02:48:21,13.73,38.47,12.2,2.6,md,USGS
2002-09-06,02:56:19,13.68,38.44,5.0,2.9,md,USGS
2002-09-06,02:59:43,13.73,38.44,5.0,3.1,md,USGS
2002-09-06,03:05:25,13.75,38.47,13.3,2.8,md,USGS
2002-09-06,03:10:39,13.77,38.45,10.0,2.5,md,USGS
2002-09-06,03:13:21,13.72,38.43,5.1,3.1,ml,USGS
2002-09-06,03:34:25,13.75,38.46,5.0,2.8,md,USGS
2002-09-06,03:37:52,13.66,38.43,5.0,3.3,ml,USGS
2002-09-06,03:44:35,13.79,38.45,5.0,3.2,md,USGS
2002-09-06,03:47:06,13.72,38.38,5.7,3.2,ml,USGS
2002-09-06,03:56:02,13.64,38.41,5.0,2.8,md,USGS
2002-09-06,04:05:47,13.72,38.5,5.0,2.8,md,USGS
2002-09-06,04:25:06,13.73,38.47,11.0,3.3,ml,USGS
2002-09-06,04:39:17,13.7,38.4,5.0,2.8,md,USGS
2002-09-06,04:42:54,13.71,38.47,5.0,3.0,md,USGS
2002-09-06,04:48:45,13.67,38.42,5.8,3.0,md,USGS
2002-09-06,04:54:22,13.7,38.44,5.0,2.7,md,USGS
2002-09-06,04:56:28,13.66,38.43,5.0,2.7,md,USGS
2002-09-06,05:01:22,13.51,37.86,5.0,2.7,md,USGS
2002-09-06,05:03:26,13.51,37.91,5.0,2.8,md,USGS
2002-09-06,05:11:13,13.66,38.38,13.4,3.3,md,USGS
2002-09-06,05:20:21,13.73,38.44,5.0,3.0,md,USGS
2002-09-06,05:35:09,13.63,38.42,12.4,3.3,md,USGS
2002-09-06,06:15:54,13.67,38.4,5.0,4.0,mb,USGS
2002-09-06,06:46:32,13.65,38.41,14.7,2.5,md,USGS
2002-09-06,06:53:33,13.67,38.41,5.0,3.0,md,USGS
2002-09-06,07:04:40,13.73,38.43,5.0,2.5,md,USGS
2002-09-06,07:15:46,13.66,38.45,5.0,2.6,md,USGS
2002-09-06,07:34:08,13.77,38.5,5.0,3.0,md,USGS
2002-09-06,07:58:33,13.63,38.41,5.0,2.7,md,USGS
2002-09-06,08:07:10,13.65,38.4,5.0,2.8,md,USGS
2002-09-06,08:16:35,13.65,38.42,5.0,2.7,md,USGS
2002-09-06,08:18:53,13.66,38.4,5.0,2.7,md,USGS
