Date,Time,Lon,Lat,Depth,Mag,MagType,Source
2000-10-31,18:43:20,-175.31,-17.87,33.0,6.2,mwc,USGS
2000-10-31,18:47:49,-172.65,-18.49,33.0,4.6,mb,USGS
2000-10-31,20:47:44,-175.65,-15.53,308.0,4.5,mb,USGS
2000-11-01,00:51:44,-177.65,-19.13,568.1,4.7,mb,USGS
2000-11-01,12:02:54,-175.2,-17.86,33.0,3.9,mb,USGS
2000-11-01,13:29:59,-175.87,-19.02,240.3,4.9,mb,USGS
2000-11-02,15:52:06,-173.06,-17.62,33.0,4.4,mb,USGS
2000-11-03,08:40:19,-174.03,-17.08,67.2,4.8,mb,USGS
2000-11-04,16:26:27,-173.37,-19.43,33.0,4.1,mb,USGS
2000-11-06,19:34:54,-172.95,-17.6,33.0,4.4,mb,USGS
2000-11-07,15:30:19,-174.07,-18.07,33.0,4.4,mb,USGS
