Date,Time,Lon,Lat,Depth,Mag,MagType,Source
2002-12-20,14:14:42,147.94,-3.08,33.0,6.3,mwc,USGS
2002-12-20,14:32:50,148.22,-3.11,33.0,4.3,mb,USGS
2002-12-20,15:18:24,147.82,-2.92,33.0,4.3,mb,USGS
2002-12-21,01:53:39,147.23,-2.95,33.0,4.4,mb,USGS
2002-12-21,01:53:51,147.63,-3.03,33.0,4.1,mb,USGS
2002-12-21,04:57:09,148.04,-3.06,33.0,4.6,mb,USGS
2002-12-21,07:26:54,147.98,-3.01,33.0,4.5,mb,USGS
2002-12-21,21:28:07,147.87,-3.06,33.0,4.3,mb,USGS
2002-12-24,22:31:03,148.33,-5.64,110.5,4.3,mb,USGS
2002-12-26,02:06:33,147.96,-2.97,33.0,4.1,mb,USGS
