Date,Time,Lon,Lat,Depth,Mag,MagType,Source
2000-06-06,09:58:06,102.7,-5.09,33.0,6.2,mwc,USGS
2000-06-06,10:44:17,101.83,-5.06,33.0,4.7,mb,USGS
2000-06-06,10:58:02,102.11,-4.82,33.0,4.5,mb,USGS
2000-06-06,16:17:29,102.05,-5.05,33.0,4.6,mb,USGS
2000-06-06,17:31:04,101.85,-4.91,33.0,4.9,ms,USGS
2000-06-06,18:22:02,102.83,-5.5,33.0,4.1,mb,USGS
2000-06-06,18:32:07,102.75,-5.07,33.0,4.7,mb,USGS
2000-06-06,19:46:36,102.37,-4.5,33.0,4.8,mb,USGS
2000-06-06,22:42:06,102.05,-5.4,33.0,4.7,mb,USGS
2000-06-07,03:10:55,102.13,-5.01,33.0,4.7,mb,USGS
2000-06-07,04:07:05,102.03,-4.85,33.0,4.7,mb,USGS
2000-06-07,04:12:10,102.61,-5.45,33.0,4.3,mb,USGS
2000-06-07,09:40:39,103.14,-5.61,33.0,4.5,mb,USGS
2000-06-07,09:42:36,102.77,-4.04,33.0,4.7,mb,USGS
2000-06-07,14:31:36,102.2,-4.71,33.0,4.6,mb,USGS
2000-06-07,16:24:51,102.09,-4.89,33.0,4.8,mb,USGS
2000-06-07,20:04:29,102.43,-4.99,33.0,4.8,mb,USGS
2000-06-07,20:32:56,101.9,-4.63,33.0,4.4,mb,USGS
2000-06-07,21:41:27,101.88,-4.68,33.0,4.4,mb,USGS
2000-06-07,21:42:39,103.12,-5.56,33.0,4.4,mb,USGS
2000-06-07,23:35:10,102.53,-5.62,33.0,4.6,mb,USGS
2000-06-07,23:38:44,102.94,-5.62,33.0,4.2,mb,USGS
2000-06-07,23:45:26,101.91,-4.61,33.0,6.7,mwc,USGS
2000-06-07,23:59:23,101.75,-4.83,33.0,4.8,mb,USGS
2000-06-08,00:08:29,102.04,-4.39,33.0,4.7,mb,USGS
2000-06-08,00:08:55,101.9,-4.5,33.0,5.0,mb,USGS
2000-06-08,00:11:09,101.98,-4.65,33.0,5.1,mb,USGS
2000-06-08,00:14:21,101.88,-4.85,33.0,4.7,mb,USGS
2000-06-08,00:18:11,101.98,-4.47,33.0,4.8,mb,USGS
2000-06-08,00:30:05,101.85,-4.63,33.0,4.8,mb,USGS
2000-06-08,00:37:08,101.88,-4.61,33.0,4.6,mb,USGS
2000-06-08,00:43:23,101.91,-4.46,33.0,4.6,mb,USGS
2000-06-08,01:14:03,101.95,-4.48,33.0,4.7,mb,USGS
2000-06-08,01:40:36,101.84,-4.57,33.0,4.9,mb,USGS
2000-06-08,02:10:54,101.82,-4.52,33.0,4.2,mb,USGS
2000-06-08,02:11:53,102.03,-4.48,33.0,4.9,mb,USGS
2000-06-08,04:34:50,101.88,-4.47,33.0,5.0,mb,USGS
2000-06-08,04:43:26,102.78,-5.61,33.0,4.8,mb,USGS
