Date,Time,Lon,Lat,Depth,Mag,MagType,Source
2003-02-19,03:32:36,-164.64,53.65,19.0,6.6,mwc,USGS
2003-02-19,03:36:01,-164.51,53.59,13.0,4.0,ml,USGS
2003-02-19,03:37:49,-164.52,53.49,26.2,3.4,ml,USGS
2003-02-19,03:39:19,-164.64,53.58,20.8,3.0,ml,USGS
2003-02-19,03:41:13,-164.47,53.54,15.0,3.6,ml,USGS
2003-02-19,03:45:04,-164.47,53.56,11.5,2.8,ml,USGS
2003-02-19,03:48:14,-164.23,53.21,3.2,3.5,ml,USGS
2003-02-19,03:48:34,-164.69,53.57,26.3,3.3,ml,USGS
2003-02-19,03:50:41,-164.54,53.56,25.0,2.5,ml,USGS
2003-02-19,03:51:25,-164.44,53.48,13.1,2.8,ml,USGS
2003-02-19,03:55:34,-164.37,53.44,25.3,2.6,ml,USGS
2003-02-19,03:59:22,-164.41,53.5,25.1,2.5,ml,USGS
2003-02-19,04:06:41,-164.48,53.5,24.9,2.5,ml,USGS
2003-02-19,04:09:23,-164.58,53.47,31.0,3.0,ml,USGS
2003-02-19,04:14:56,-164.57,53.57,2.7,2.8,ml,USGS
2003-02-19,04:15:08,-164.61,53.66,25.3,2.8,ml,USGS
2003-02-19,04:16:42,-164.5,53.56,25.8,3.6,ml,USGS
2003-02-19,04:17:06,-164.54,53.69,29.9,3.6,ml,USGS
2003-02-19,04:19:47,-164.54,53.58,8.5,3.8,ml,USGS
2003-02-19,04:20:08,-164.66,53.88,10.0,4.2,mb,USGS
2003-02-19,04:23:03,-164.46,53.57,25.6,2.5,ml,USGS
2003-02-19,04:35:27,-164.4,53.65,18.9,3.2,ml,USGS
2003-02-19,04:45:32,-164.41,53.52,28.6,2.5,ml,USGS
2003-02-19,04:51:33,-164.45,53.5,21.4,2.7,ml,USGS
2003-02-19,04:55:11,-164.47,53.55,20.7,2.5,ml,USGS
2003-02-19,04:56:13,-164.57,53.58,11.9,2.6,ml,USGS
2003-02-19,05:03:23,-164.5,53.53,16.1,2.5,ml,USGS
2003-02-19,05:06:27,-164.66,53.63,10.0,4.9,mb,USGS
2003-02-19,05:10:15,-164.46,53.55,25.1,3.2,ml,USGS
2003-02-19,05:21:06,-164.5,53.53,21.0,2.5,ml,USGS
2003-02-19,05:54:13,-164.55,53.49,24.7,2.9,ml,USGS
