Date,Time,Lon,Lat,Depth,Mag,MagType,Source
2002-09-24,22:54:21,161.11,-10.56,10.0,6.3,mwc,USGS
2002-09-24,23:00:43,161.16,-10.65,10.0,5.3,mb,USGS
2002-09-24,23:01:28,161.21,-10.65,19.0,6.3,mwc,USGS
2002-09-24,23:38:03,161.15,-10.72,10.0,4.7,mb,USGS
2002-09-24,23:43:27,161.06,-10.56,10.0,4.4,mb,USGS
2002-09-25,00:09:13,161.21,-10.85,10.0,4.5,mb,USGS
2002-09-25,01:08:20,161.21,-10.88,10.0,4.4,mb,USGS
2002-09-25,04:30:20,161.24,-10.65,10.0,4.4,mb,USGS
2002-09-25,04:43:03,161.33,-10.88,10.0,4.3,mb,USGS
2002-09-25,04:51:07,161.18,-10.82,10.0,4.2,mb,USGS
2002-09-25,15:10:17,161.51,-11.22,10.0,4.2,mb,USGS
2002-09-25,19:14:13,161.02,-10.7,10.0,4.6,mb,USGS
2002-09-26,00:17:59,159.7,-10.16,10.0,4.2,mb,USGS
2002-09-26,00:31:52,161.09,-10.63,10.0,4.5,mb,USGS
2002-09-26,14:43:26,161.03,-10.96,10.0,4.6,mb,USGS
2002-09-26,20:20:48,161.18,-10.9,10.0,4.7,mb,USGS
2002-09-28,12:34:13,161.39,-10.92,10.0,5.4,mwc,USGS
2002-09-28,12:37:04,161.46,-10.9,10.0,5.6,mwc,USGS
2002-09-28,12:39:42,161.6,-10.86,10.0,4.6,mb,USGS
2002-09-28,13:13:21,161.12,-10.48,10.0,4.5,mb,USGS
2002-09-28,13:53:16,161.41,-10.87,10.0,5.7,mwc,USGS
2002-09-28,15:18:48,161.57,-10.99,10.0,4.7,mb,USGS
2002-09-28,17:07:16,161.41,-10.96,10.0,4.5,mb,USGS
2002-09-28,18:19:36,161.43,-11.02,10.0,4.2,mb,USGS
2002-09-28,21:10:19,161.07,-10.61,10.0,4.1,mb,USGS
2002-09-29,05:16:27,161.41,-10.85,10.0,4.5,mb,USGS
2002-09-29,13:41:37,161.0,-10.83,10.0,4.7,mb,USGS
2002-09-29,18:29:14,161.26,-10.92,10.0,4.4,mb,USGS
2002-09-30,11:23:29,160.97,-9.97,10.0,4.2,mb,USGS
2002-09-30,12:27:00,161.1,-10.45,10.0,4.3,mb,USGS
2002-10-01,03:35:26,161.26,-10.83,10.0,4.6,mb,USGS
2002-10-01,03:41:17,160.99,-10.8,10.0,4.5,mb,USGS
2002-10-01,04:32:10,161.24,-10.8,10.0,5.6,mwc,USGS
2002-10-01,08:46:55,161.21,-10.94,10.0,5.8,mwc,USGS
2002-10-01,09:18:25,161.28,-10.83,10.0,4.7,mb,USGS
2002-10-01,11:33:38,161.24,-10.86,10.0,5.2,mb,USGS
2002-10-01,11:39:48,161.25,-11.01,10.0,5.4,mwc,USGS
2002-10-01,11:49:18,161.16,-10.74,10.0,4.7,mb,USGS
2002-10-01,11:58:39,161.3,-10.84,10.0,4.5,mb,USGS
2002-10-01,14:49:09,161.18,-10.87,10.0,4.9,mwc,USGS
2002-10-01,15:43:21,161.45,-10.98,10.0,4.2,mb,USGS
2002-10-01,19:49:35,161.39,-10.97,10.0,4.3,mb,USGS
