Date,Time,Lon,Lat,Depth,Mag,MagType,Source
2001-06-15,06:17:45,146.98,18.83,33.0,6.0,mwc,USGS
2001-06-15,06:22:27,147.06,18.81,33.0,5.1,mb,USGS
2001-06-15,06:26:40,147.42,18.9,33.0,3.9,mb,USGS
2001-06-15,06:30:20,147.06,18.78,33.0,5.0,mb,USGS
2001-06-15,06:35:41,147.94,18.87,33.0,4.5,mb,USGS
2001-06-15,06:36:05,147.0,18.88,33.0,3.8,mb,USGS
2001-06-15,06:41:16,146.93,18.82,33.0,4.9,mb,USGS
2001-06-15,06:57:39,147.07,18.8,33.0,4.7,mb,USGS
2001-06-15,07:03:24,147.33,18.83,33.0,4.7,mb,USGS
2001-06-15,07:28:56,147.06,18.87,33.0,4.5,mb,USGS
2001-06-15,07:57:07,147.08,18.88,33.0,4.4,mb,USGS
2001-06-15,08:35:57,147.0,18.86,33.0,4.6,mb,USGS
2001-06-15,09:01:09,147.17,18.77,33.0,4.3,mb,USGS
2001-06-15,11:22:22,147.1,18.81,33.0,4.5,mb,USGS
2001-06-15,14:03:12,147.2,18.77,33.0,4.5,mb,USGS
2001-06-15,15:11:37,147.01,18.91,33.0,4.1,mb,USGS
2001-06-17,05:37:48,146.87,18.77,33.0,4.5,mb,USGS
2001-06-17,21:09:20,145.49,18.59,234.4,4.5,mb,USGS
2001-06-18,20:22:34,146.65,18.13,150.0,4.0,mb,USGS
